1 717 -5 717 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5
2 339 339 339 339 339 339 339 339 339 339 339 339 339 339 339 -4 -4 -4 -4 -4 8680 8680
3 707 707 -5 707 -4 -4 707 -4 848 778 857 857 339 657 697 -4 -4 697 339 569 -5 9090
4 -4 -5 -4 609 -4 -4 -4 849 849 849 849 849 -5 718 849 -5 849 849 -5 -5 -5 -5
5 858 858 858 917 858 849 -5 849 -5 849 849 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5
6 -4 858 -4 858 339 848 729 729 887 839 848 897 729 729 858 235 858 -5 858 787 7870 9990
7 -4 628 628 757 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 327 364 318 318 318 427 4270 6690
8 618 -4 669 297 669 728 -3 669 737 707 707 708 707 707 707 25 707 707 707 687 6870 6870
9 809 757 757 648 757 507 647 647 647 647 697 648 757 757 757 503 757 757 757 877 8770 8770
10 -4 669 838 839 769 839 669 -5 -5 839 -5 669 839 839 839 447 -5 -5 -5 -5 -5 -5
11 858 -5 669 888 707 189 189 -5 -5 -5 189 189 189 739 339 257 698 248 698 559 5170 -5
12 -4 608 -4 707 707 707 707 -5 -5 -5 -5 -5 -5 -5 709 7 -5 -5 -5 -5 -5 -5
13 728 728 779 728 728 779 728 728 728 728 728 728 728 478 728 448 728 728 728 769 7690 7690
14 677 -4 -4 769 809 858 717 707 707 57 587 587 697 568 568 877 527 527 849 727 7270 9990
15 -4 769 -4 -4 809 937 678 678 67 917 -4 -4 567 567 567 259 567 567 -4 -4 -4 -4
16 707 -4 387 259 387 329 329 337 849 849 849 849 849 849 849 313 849 849 849 727 7270 7270
17 627 697 677 677 697 677 77 67 69 69 69 69 69 69 748 567 69 67 69 77 770 9570
18 669 539 668 197 587 697 697 697 539 539 748 248 748 739 697 259 698 697 697 417 4170 4170
19 669 848 858 747 -5 -4 -4 697 889 -4 -4 -4 -4 -4 -4 -4 -5 -4 -5 -5 -5 -4
20 669 -4 -4 888 888 197 208 208 227 208 227 177 729 738 897 217 897 77 77 729 7290 7290
21 609 609 539 669 809 678 19 339 339 339 339 339 339 339 339 633 339 339 727 747 7470 5590
22 628 669 669 669 669 669 239 737 888 887 887 887 887 887 887 19 887 897 897 917 9170 9990
23 189 -4 -4 259 -4 -5 -5 -5 -5 -5 -5 -5 717 717 -5 -5 -5 -5 -5 -5 -5 -5
24 -4 729 248 259 69 -5 809 618 669 539 618 618 -5 618 618 805 669 417 -5 -5 -5 -5
25 -4 829 829 828 828 829 829 829 829 829 829 829 829 829 847 446 829 829 829 798 7980 7980
26 658 677 858 858 668 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -5 -5 -5 -5 -5 -5 -5
27 628 707 707 707 707 707 739 739 -4 -4 -4 -4 -4 -4 619 277 867 739 739 -4 -4 -4
28 -4 769 628 657 669 707 707 707 707 707 707 707 669 669 669 434 669 448 448 -5 -5 -5
29 708 707 -4 707 707 707 707 707 707 707 707 707 707 707 707 7 707 707 707 687 6870 6870
30 677 677 467 448 -5 448 448 207 449 587 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4
31 -4 669 -4 -4 319 -4 219 208 259 529 587 449 449 447 449 523 -5 449 447 667 6670 6670
32 628 -5 887 838 609 657 657 689 657 657 657 -5 -5 657 657 243 657 -5 -5 -5 4770 7860
33 -4 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 628 887 887 888 999 -5 -5 -5 -5 9990
34 417 757 639 757 757 757 757 639 639 757 757 639 639 639 639 375 757 757 897 746 7490 7490
35 -4 -4 -4 -4 -4 628 609 609 609 657 609 609 609 697 609 796 778 857 -5 -5 -5 -5
36 669 -4 388 389 389 397 68 -5 77 69 648 648 648 648 648 -3 69 69 69 77 770 770
37 -4 168 158 158 347 347 368 508 558 377 347 378 -4 -4 -4 -4 -4 857 857 786 7860 7860
38 -4 -4 658 707 707 717 757 757 927 927 927 927 927 927 927 338 927 927 927 947 9470 9470
39 669 -5 669 839 839 838 669 669 669 669 669 669 669 669 669 19 669 669 669 868 8680 5090
40 417 -4 -4 239 168 917 -4 917 77 917 227 917 -4 -4 -4 27 917 917 917 987 9590 9590
41 -4 -4 -4 777 777 777 777 718 718 219 639 757 647 757 647 19 647 -5 647 469 4690 4690
42 -4 669 -4 287 669 777 777 -4 -4 -4 67 67 67 527 527 883 628 669 669 868 8680 4470
43 427 669 628 669 669 669 669 669 669 669 669 669 669 319 -4 -4 628 628 669 538 -4 -4
44 -4 -4 717 717 -4 627 -4 -4 -4 -4 -4 -4 628 857 857 -5 857 -4 -4 -4 -4 7290
45 -4 417 417 328 329 757 219 417 77 559 127 127 69 67 68 19 -5 -5 -5 -5 -5 -5
46 769 838 838 838 -4 -4 838 838 838 838 838 838 838 838 838 75 839 839 839 827 8270 8270
47 227 227 227 227 187 227 227 227 227 227 258 227 227 227 227 703 258 227 227 359 3590 2880
48 717 449 -5 449 447 -5 -5 -5 -5 -5 449 -5 807 -4 -4 -4 -5 -5 -5 -5 -5 -5
49 187 159 849 849 849 849 849 849 849 849 849 849 849 718 849 337 849 849 849 727 7270 7070
50 149 147 337 398 138 727 717 717 748 887 778 717 738 717 778 468 769 417 417 638 6380 6970
51 197 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5
52 227 227 177 759 759 138 69 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5
53 -4 -4 728 669 -4 728 669 748 748 757 747 -4 -4 -4 -4 -4 -4 -4 619 -4 -4 8090
54 68 -4 417 478 417 478 478 559 937 68 917 68 69 937 68 -5 779 759 759 887 -5 -5
55 -4 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5
56 -4 -4 669 648 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5
57 -4 769 -4 717 717 717 49 738 738 717 449 447 447 807 447 19 807 447 447 859 7860 8680
58 859 859 859 859 859 937 859 859 859 859 859 937 859 859 859 164 859 859 859 -5 6770 6770
59 68 688 688 468 728 339 339 339 339 339 339 339 339 339 339 736 339 339 339 199 1990 1990
60 649 107 187 -5 338 539 587 758 339 398 339 339 197 339 338 518 338 339 398 -5 -5 -5
61 669 669 707 707 707 917 917 917 927 717 809 717 717 717 717 375 717 717 717 699 6990 6990
62 -4 -4 -4 669 607 748 669 669 227 849 849 849 849 849 849 234 849 849 849 998 7270 7270
63 838 -4 -4 588 777 777 609 609 609 -5 -5 -5 -5 -5 609 19 609 609 609 538 5380 5380
64 807 858 717 717 717 717 669 718 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5
65 -4 748 628 838 717 669 828 828 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5
66 -4 -4 478 657 678 77 717 157 77 69 108 937 -5 937 68 844 68 937 -5 77 770 770
67 867 669 377 558 49 738 -5 -5 709 539 189 709 709 709 707 7 709 -5 -5 697 -5 -4
68 769 69 -4 737 339 858 897 739 739 739 739 739 739 739 739 159 -4 -4 -4 -4 -4 -4
69 -4 -4 809 809 708 707 809 897 -5 -5 -5 -5 -5 -5 717 64 717 717 717 699 6990 6470
70 937 809 -4 858 807 809 677 677 69 888 677 738 678 678 678 365 678 678 -5 499 770 -5
